"","plotID","sbpltID","sensor","LVIS_coverage","ZG","RH10","RH15","RH20","RH25","RH30","RH35","RH40","RH45","RH50","RH55","RH60","RH65","RH70","RH75","RH80","RH85","RH90","RH95","RH96","RH97","RH_98_plot_max","RH98","RH99","RH100"
"51","BONA_025","40","facility_2019",0.817,381.852919216646,-3.15511627906977,-2.55630966952264,-2.13825581395349,-1.80750305997552,-1.50750305997552,-1.20630966952264,-1.05511627906977,-0.756309669522644,-0.605116279069768,-0.424363525091799,-0.274363525091799,-0.124363525091799,0.0268298653610771,0.207582619339045,0.358776009791922,0.508776009791922,0.809969400244798,1.11116279069767,1.2599694002448,1.4099694002448,4.2,1.56116279069767,1.74310893512852,2.88670746634027
"52","BONA_025","41","facility_2019",0.704,384.034978693182,-2.83757102272727,-2.27943892045455,-1.97943892045455,-1.58089488636364,-1.28089488636364,-0.990482954545455,-0.830894886363637,-0.540482954545454,-0.390482954545455,-0.0904829545454546,0.0595170454545455,0.209517045454545,0.359517045454545,0.627237215909091,0.809517045454546,0.969105113636364,1.26910511363636,1.61097301136364,1.71910511363636,1.86910511363636,3.75,2.05138494318182,2.35138494318182,3.42556818181818
"53","BONA_025","31","facility_2019",0.6075,380.506296296296,-1.63654320987654,-1.17049382716049,-0.854444444444444,-0.688395061728395,-0.388395061728395,-0.222345679012346,-0.0723456790123457,0.0937037037037037,0.243703703703704,0.527654320987654,0.677654320987654,0.961604938271605,1.1116049382716,1.39555555555556,1.67950617283951,1.96345679012346,2.26345679012346,2.83135802469136,2.98135802469136,3.26530864197531,3.63,3.40637860082304,3.82427983539095,4.99320987654321
"54","BONA_025","32","facility_2019",0.793,383.644287515763,-2.27350567465322,-1.82350567465322,-1.52189785624212,-1.37029003783102,-1.07029003783102,-0.920290037831021,-0.64156998738966,-0.49156998738966,-0.339962168978562,-0.0415699873896595,0.10843001261034,0.279709962168979,0.431317780580076,0.729709962168979,0.900989911727617,1.20098991172762,1.50098991172762,1.97066204287516,1.99354981084489,2.16322194199243,3.63,2.31180327868852,2.63308322824716,3.73400378310214
"55","BONA_025","merged","facility_2019",0.730375,382.584958069485,-2.52352216327229,-2.00251411945918,-1.66572651035427,-1.40151292144446,-1.10151292144446,-0.872058873866165,-0.684475440698271,-0.455688858463118,-0.304918706144104,-0.0420400479205887,0.107959952079411,0.291589936676365,0.442360088995379,0.697460208796851,0.889202464487421,1.11008214958069,1.41041588225227,1.82260140338867,1.92767585144617,2.11086941639569,4.2,2.26673968851617,2.56401848365566,3.68457299332535
"56","BONA_029","40","facility_2019",0.625,224.790688,-1.18512,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.1668,-0.15,-0.0168,0,0.1332,0.15,0.29808,0.44808,0.73128,1.32552,2.96208,3.5196,3.983488,4.49,4.448368,5.200288,6.328112
"57","BONA_029","41","facility_2019",0.611,225.126153846154,-1.13214402618658,-0.840859247135843,-0.690859247135843,-0.540859247135843,-0.471505728314239,-0.390859247135843,-0.240859247135843,-0.239631751227496,-0.0908592471358429,-0.0896317512274959,0.0591407528641571,0.1410147299509,0.209140752864157,0.38037643207856,0.53037643207856,0.842896890343699,1.26466448445172,2.09555646481178,2.31728314238953,2.69477086743044,4.49,3.07283960720131,3.72095744680851,4.89870703764321
"58","BONA_029","31","facility_2019",0.404,224.459405940594,-1.04960396039604,-0.89960396039604,-0.74960396039604,-0.59960396039604,-0.44960396039604,-0.44960396039604,-0.29960396039604,-0.29960396039604,-0.14960396039604,-0.14960396039604,0.000396039603960396,0.000396039603960396,0.15039603960396,0.30039603960396,0.45039603960396,0.60039603960396,1.19891089108911,2.83841584158416,3.13693069306931,3.72405940594059,4.34,4.32257425742574,5.07108910891089,6.16069306930693
"59","BONA_029","32","facility_2019",0.738,224.724092140921,-1.060027100271,-0.82730352303523,-0.67730352303523,-0.553421409214092,-0.460027100271003,-0.37730352303523,-0.253421409214092,-0.22730352303523,-0.0773035230352304,-0.0773035230352304,0.0726964769647696,0.155420054200542,0.248814363143631,0.455420054200542,0.657655826558266,0.97310298102981,1.55409891598916,2.65618563685637,2.87883468834688,3.27216124661247,4.34,3.68771002710027,4.25325880758808,5.33035907859079
"60","BONA_029","merged","facility_2019",0.5945,224.799932716569,-1.10966358284273,-0.862176198486123,-0.712176198486123,-0.570281749369218,-0.458570227081581,-0.412176198486123,-0.270281749369218,-0.226852396972246,-0.112176198486123,-0.0768523969722456,0.0378238015138772,0.119541631623213,0.195929352396972,0.368448275862069,0.534659377628259,0.812771236333053,1.35931244743482,2.62349453322119,2.94680824222035,3.38753574432296,4.49,3.83750420521447,4.50433557611438,5.62275231286796
"61","BONA_030","40","facility_2019",0.688,268.172674418605,-1.01581395348837,-0.851860465116279,-0.702412790697674,-0.552412790697674,-0.424651162790698,-0.274651162790698,-0.274651162790698,-0.124651162790698,-0.124651162790698,0.0253488372093023,0.0253488372093023,0.174418604651163,0.30218023255814,0.452180232558139,0.602180232558139,1.13523255813953,2.0518023255814,3.12255813953488,3.43084302325581,3.73912790697674,5.49,4.03834302325581,4.50229651162791,5.65098837209302
"62","BONA_030","41","facility_2019",0.0210526315789474,267.73,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,1.42,3.36,3.66,3.96,4.26,4.26,4.86,5.94
